latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
33.00721,-79.87655,302,0.48,0.48,2020-09-26,0736,1,nominal,2.0NRT,290.6,2.1,N
34.68125,-94.79561,337.8,0.49,0.48,2020-09-26,0736,1,nominal,2.0NRT,290.3,10.3,N
34.63559,-97.71919,306,0.36,0.57,2020-09-26,0736,1,nominal,2.0NRT,290,0.7,N
32.19295,-81.36214,303.4,0.41,0.45,2020-09-26,0736,1,nominal,2.0NRT,291.8,1,N
34.3267,-96.30511,305.6,0.59,0.53,2020-09-26,0736,1,nominal,2.0NRT,288.9,5.9,N
34.32184,-96.30564,343.7,0.59,0.53,2020-09-26,0736,1,nominal,2.0NRT,291.3,5.9,N
34.19314,-95.56712,300.4,0.53,0.5,2020-09-26,0736,1,nominal,2.0NRT,287.9,0.7,N
34.20717,-97.10387,305.4,0.33,0.55,2020-09-26,0736,1,nominal,2.0NRT,292.8,0.8,N
34.08536,-95.60514,300.5,0.53,0.5,2020-09-26,0736,1,nominal,2.0NRT,288.4,0.9,N
33.58092,-92.48454,318.5,0.54,0.42,2020-09-26,0736,1,nominal,2.0NRT,287.8,2.8,N
32.43271,-84.97652,306,0.42,0.38,2020-09-26,0736,1,nominal,2.0NRT,290,0.5,N
32.85414,-95.12091,303.5,0.49,0.48,2020-09-26,0736,1,nominal,2.0NRT,287.6,0.9,N
32.70618,-94.97664,304.1,0.47,0.48,2020-09-26,0736,1,nominal,2.0NRT,288.6,0.6,N
32.65042,-96.48148,299.8,0.58,0.52,2020-09-26,0736,1,nominal,2.0NRT,289.6,0.7,N
32.27752,-92.72923,302,0.53,0.42,2020-09-26,0736,1,nominal,2.0NRT,291.5,1,N
32.65122,-96.48243,301.1,0.58,0.52,2020-09-26,0736,1,nominal,2.0NRT,289.8,0.9,N
32.14824,-92.7112,305.3,0.53,0.42,2020-09-26,0736,1,nominal,2.0NRT,288.1,1,N
32.50713,-96.27234,318.9,0.56,0.52,2020-09-26,0736,1,nominal,2.0NRT,289.5,1.8,N
32.42572,-95.43533,305.7,0.5,0.49,2020-09-26,0736,1,nominal,2.0NRT,288.1,0.9,N
32.39562,-95.45555,298.7,0.5,0.49,2020-09-26,0736,1,nominal,2.0NRT,288.3,0.6,N
32.76198,-102.689,301.9,0.67,0.74,2020-09-26,0736,1,nominal,2.0NRT,289.3,1.6,N
30.16001,-81.51591,304.3,0.44,0.46,2020-09-26,0736,1,nominal,2.0NRT,291.1,0.7,N
30.74173,-84.71214,301.4,0.45,0.39,2020-09-26,0736,1,nominal,2.0NRT,290.9,0.5,N
31.15321,-87.98847,306.7,0.38,0.36,2020-09-26,0736,1,nominal,2.0NRT,291,0.9,N
31.14993,-87.98916,314.2,0.38,0.36,2020-09-26,0736,1,nominal,2.0NRT,290.2,0.9,N
32.2493,-97.55346,308.6,0.33,0.55,2020-09-26,0736,1,nominal,2.0NRT,291.4,0.6,N
32.38795,-101.61656,347.2,0.58,0.7,2020-09-26,0736,1,nominal,2.0NRT,289.9,5.3,N
32.38768,-101.61029,305.2,0.58,0.7,2020-09-26,0736,1,nominal,2.0NRT,290.1,5.3,N
32.3874,-101.60404,318.4,0.58,0.7,2020-09-26,0736,1,nominal,2.0NRT,290.1,2.6,N
31.58419,-92.53004,304.4,0.51,0.41,2020-09-26,0736,1,nominal,2.0NRT,289.1,0.9,N
30.94544,-88.00995,312.7,0.38,0.36,2020-09-26,0736,1,nominal,2.0NRT,291.7,1.7,N
30.94279,-88.01463,318.7,0.38,0.36,2020-09-26,0736,1,nominal,2.0NRT,292.4,1.4,N
30.9395,-88.01532,330.1,0.38,0.36,2020-09-26,0736,1,nominal,2.0NRT,292.3,2.4,N
32.22876,-101.9995,301.1,0.61,0.71,2020-09-26,0736,1,nominal,2.0NRT,289.9,1,N
32.2131,-101.94157,318.1,0.6,0.71,2020-09-26,0736,1,nominal,2.0NRT,289.9,2.6,N
32.15391,-101.9397,301.6,0.6,0.71,2020-09-26,0736,1,nominal,2.0NRT,289.7,1.5,N
32.15365,-101.93321,312.7,0.6,0.71,2020-09-26,0736,1,nominal,2.0NRT,290.5,1.5,N
32.1546,-101.9378,314.5,0.6,0.71,2020-09-26,0736,1,nominal,2.0NRT,289.8,2,N
32.04807,-100.68707,302,0.51,0.66,2020-09-26,0736,1,nominal,2.0NRT,290.5,0.8,N
31.60067,-96.19033,341.5,0.54,0.51,2020-09-26,0736,1,nominal,2.0NRT,292.8,10.1,N
31.97663,-102.05399,300.4,0.61,0.71,2020-09-26,0736,1,nominal,2.0NRT,289.8,1.2,N
31.71251,-97.59338,309.6,0.33,0.55,2020-09-26,0736,1,nominal,2.0NRT,291.6,0.8,N
30.86187,-90.18191,305.4,0.41,0.37,2020-09-26,0736,1,nominal,2.0NRT,289.2,0.6,N
31.95697,-101.75494,303.5,0.59,0.7,2020-09-26,0736,1,nominal,2.0NRT,289.8,0.4,N
31.91285,-101.78361,310.1,0.59,0.7,2020-09-26,0736,1,nominal,2.0NRT,290,1.1,N
31.86016,-101.76826,301.2,0.59,0.7,2020-09-26,0736,1,nominal,2.0NRT,289.8,0.5,N
31.85985,-101.76765,301.7,0.59,0.7,2020-09-26,0736,1,nominal,2.0NRT,289.5,0.6,N
29.33152,-82.08537,308.1,0.42,0.46,2020-09-26,0736,1,nominal,2.0NRT,290.9,0.6,N
31.79928,-102.00828,327.3,0.6,0.71,2020-09-26,0736,1,nominal,2.0NRT,291.4,3.8,N
31.80295,-102.09198,304.5,0.61,0.71,2020-09-26,0736,1,nominal,2.0NRT,290.6,0.8,N
31.48292,-97.24474,301.5,0.62,0.54,2020-09-26,0736,1,nominal,2.0NRT,291.2,0.8,N
31.74759,-101.72488,308.2,0.58,0.7,2020-09-26,0736,1,nominal,2.0NRT,290.3,0.9,N
31.35313,-96.17265,325.1,0.54,0.51,2020-09-26,0736,1,nominal,2.0NRT,291.4,3.4,N
31.35499,-96.17399,302.3,0.54,0.51,2020-09-26,0736,1,nominal,2.0NRT,291,1.5,N
31.35446,-96.16832,314.2,0.54,0.51,2020-09-26,0736,1,nominal,2.0NRT,292,2.3,N
31.74682,-101.72641,303.7,0.58,0.7,2020-09-26,0736,1,nominal,2.0NRT,290,0.7,N
31.0678,-93.55985,317.3,0.57,0.43,2020-09-26,0736,1,nominal,2.0NRT,289.5,2.1,N
30.63096,-90.30549,301.4,0.41,0.37,2020-09-26,0736,1,nominal,2.0NRT,290.5,0.4,N
31.61451,-101.81134,305.4,0.59,0.7,2020-09-26,0736,1,nominal,2.0NRT,289.5,0.8,N
31.58797,-101.80322,305.2,0.59,0.7,2020-09-26,0736,1,nominal,2.0NRT,289,0.8,N
31.65848,-104.03194,319.5,0.79,0.78,2020-09-26,0736,1,nominal,2.0NRT,287.3,3.2,N
30.75032,-92.25299,314,0.49,0.4,2020-09-26,0736,1,nominal,2.0NRT,290.4,1.6,N
31.47574,-103.78284,302.5,0.77,0.77,2020-09-26,0736,1,nominal,2.0NRT,287.5,0.9,N
31.47529,-103.76662,311,0.76,0.77,2020-09-26,0736,1,nominal,2.0NRT,287.2,2.4,N
31.47949,-103.76346,323.4,0.76,0.77,2020-09-26,0736,1,nominal,2.0NRT,287.2,3.7,N
31.48003,-103.7796,300.2,0.77,0.77,2020-09-26,0736,1,nominal,2.0NRT,286.9,2,N
31.45005,-103.52569,306.1,0.74,0.76,2020-09-26,0736,1,nominal,2.0NRT,287.7,0.5,N
31.36542,-101.78365,338.7,0.58,0.7,2020-09-26,0736,1,nominal,2.0NRT,291,9.9,N
31.36513,-101.77746,345.2,0.58,0.7,2020-09-26,0736,1,nominal,2.0NRT,292.5,9.9,N
28.77155,-81.95121,304.3,0.44,0.46,2020-09-26,0736,1,nominal,2.0NRT,291,0.7,N
31.38617,-103.64823,298.8,0.75,0.77,2020-09-26,0736,1,nominal,2.0NRT,286.5,0.7,N
30.33062,-91.27784,304.6,0.44,0.38,2020-09-26,0736,1,nominal,2.0NRT,291.5,1.1,N
30.32577,-91.24143,303.5,0.44,0.38,2020-09-26,0736,1,nominal,2.0NRT,292.1,1.3,N
30.32516,-91.23689,305.9,0.44,0.38,2020-09-26,0736,1,nominal,2.0NRT,291.6,0.6,N
31.35114,-103.66621,298,0.75,0.77,2020-09-26,0736,1,nominal,2.0NRT,286.2,0.5,N
30.52629,-92.88243,303.6,0.52,0.41,2020-09-26,0736,1,nominal,2.0NRT,289.4,0.7,N
30.18709,-90.9884,310,0.43,0.38,2020-09-26,0736,1,nominal,2.0NRT,291.3,1.5,N
30.76124,-96.65228,302.4,0.56,0.52,2020-09-26,0736,1,nominal,2.0NRT,289.8,0.2,N
30.36769,-92.90951,301.4,0.52,0.41,2020-09-26,0736,1,nominal,2.0NRT,290,0.8,N
30.11099,-90.89816,304.2,0.43,0.38,2020-09-26,0736,1,nominal,2.0NRT,292.9,1.6,N
30.10864,-90.89624,303.9,0.42,0.38,2020-09-26,0736,1,nominal,2.0NRT,292.7,1,N
30.3678,-92.90496,307.9,0.52,0.41,2020-09-26,0736,1,nominal,2.0NRT,290.5,1.1,N
31.13919,-103.15263,308.3,0.7,0.75,2020-09-26,0736,1,nominal,2.0NRT,290.4,1.6,N
30.34476,-94.06666,302.1,0.4,0.44,2020-09-26,0736,1,nominal,2.0NRT,291.5,1.4,N
30.19948,-92.81948,306.5,0.51,0.41,2020-09-26,0736,1,nominal,2.0NRT,289.2,0.9,N
28.15184,-81.41749,306.2,0.49,0.48,2020-09-26,0736,1,nominal,2.0NRT,290.7,1,N
30.431,-96.96271,301.3,0.58,0.52,2020-09-26,0736,1,nominal,2.0NRT,290.7,1.1,N
30.05359,-93.3336,315.6,0.54,0.42,2020-09-26,0736,1,nominal,2.0NRT,292.2,1.6,N
30.04197,-93.33543,301.6,0.54,0.42,2020-09-26,0736,1,nominal,2.0NRT,291.2,0.8,N
30.4556,-97.7192,302,0.32,0.55,2020-09-26,0736,1,nominal,2.0NRT,291.7,0.5,N
30.05422,-93.75379,327.8,0.57,0.43,2020-09-26,0736,1,nominal,2.0NRT,291.7,2.8,N
30.08161,-94.07451,302.2,0.39,0.44,2020-09-26,0736,1,nominal,2.0NRT,291.3,0.9,N
30.06904,-94.07223,305.4,0.39,0.44,2020-09-26,0736,1,nominal,2.0NRT,294.1,1.4,N
30.06829,-94.0714,304.5,0.39,0.44,2020-09-26,0736,1,nominal,2.0NRT,293.4,1.3,N
30.06943,-94.22625,300.7,0.4,0.44,2020-09-26,0736,1,nominal,2.0NRT,290.4,0.5,N
29.89237,-93.97216,305.3,0.39,0.44,2020-09-26,0736,1,nominal,2.0NRT,292.8,1,N
29.89147,-93.96415,304.5,0.39,0.44,2020-09-26,0736,1,nominal,2.0NRT,293.7,1.4,N
29.86477,-93.98045,304.5,0.39,0.44,2020-09-26,0736,1,nominal,2.0NRT,292.3,0.5,N
29.85899,-93.96503,305.9,0.39,0.44,2020-09-26,0736,1,nominal,2.0NRT,294.3,1.2,N
29.83681,-93.96355,324.5,0.39,0.44,2020-09-26,0736,1,nominal,2.0NRT,293.2,2.1,N
29.87936,-94.9148,306.3,0.44,0.46,2020-09-26,0736,1,nominal,2.0NRT,291.1,0.9,N
29.75818,-93.8797,315.4,0.57,0.43,2020-09-26,0736,1,nominal,2.0NRT,292.8,2.8,N
29.74821,-95.014,303.9,0.44,0.46,2020-09-26,0736,1,nominal,2.0NRT,293.7,1.2,N
29.74681,-95.00031,307.8,0.44,0.46,2020-09-26,0736,1,nominal,2.0NRT,294.4,1.5,N
29.74256,-95.00093,304.5,0.44,0.46,2020-09-26,0736,1,nominal,2.0NRT,293.9,2.4,N
29.74727,-94.99835,305.7,0.44,0.46,2020-09-26,0736,1,nominal,2.0NRT,294.4,1.5,N
29.74302,-94.99895,305.8,0.44,0.46,2020-09-26,0736,1,nominal,2.0NRT,293.7,1.5,N
29.74364,-95.1246,312,0.45,0.47,2020-09-26,0736,1,nominal,2.0NRT,291.8,0.9,N
29.72601,-95.12237,309.3,0.45,0.47,2020-09-26,0736,1,nominal,2.0NRT,295,2.3,N
29.61331,-95.02885,302.4,0.44,0.46,2020-09-26,0736,1,nominal,2.0NRT,291.5,0.7,N
29.37632,-94.93845,310.2,0.43,0.46,2020-09-26,0736,1,nominal,2.0NRT,295.3,2.1,N
29.37487,-94.9251,304.4,0.43,0.46,2020-09-26,0736,1,nominal,2.0NRT,293.5,1.3,N
29.37439,-94.92065,309.9,0.43,0.46,2020-09-26,0736,1,nominal,2.0NRT,294.8,1.9,N
29.36922,-94.91239,305.9,0.43,0.46,2020-09-26,0736,1,nominal,2.0NRT,293.3,2.1,N
29.57865,-98.03657,319.2,0.33,0.55,2020-09-26,0736,1,nominal,2.0NRT,291.8,1.5,N
29.57835,-98.03313,317,0.33,0.55,2020-09-26,0736,1,nominal,2.0NRT,293.6,1.5,N
29.34176,-97.11478,304.1,0.58,0.52,2020-09-26,0736,1,nominal,2.0NRT,291.8,1.7,N
29.32502,-97.25787,303.2,0.59,0.53,2020-09-26,0736,1,nominal,2.0NRT,291.5,0.6,N
29.06995,-95.75736,302.7,0.48,0.48,2020-09-26,0736,1,nominal,2.0NRT,292.3,0.9,N
29.06946,-95.75244,308.7,0.48,0.48,2020-09-26,0736,1,nominal,2.0NRT,295.9,2.6,N
29.07006,-95.75274,307.2,0.48,0.48,2020-09-26,0736,1,nominal,2.0NRT,295.7,2.3,N
29.0063,-95.40206,305.8,0.45,0.47,2020-09-26,0736,1,nominal,2.0NRT,292.7,1.5,N
28.97933,-95.35386,313.1,0.45,0.47,2020-09-26,0736,1,nominal,2.0NRT,292.9,2.5,N
28.17067,-89.22448,315.7,0.39,0.36,2020-09-26,0736,1,nominal,2.0NRT,294.5,2.7,N
29.07304,-97.24151,302,0.59,0.53,2020-09-26,0736,1,nominal,2.0NRT,291.1,0.9,N
28.9606,-97.90932,303.4,0.32,0.55,2020-09-26,0736,1,nominal,2.0NRT,291.3,0.3,N
28.87169,-97.93357,308.4,0.32,0.55,2020-09-26,0736,1,nominal,2.0NRT,292,0.4,N
28.70452,-96.53387,305.8,0.53,0.5,2020-09-26,0736,1,nominal,2.0NRT,292.8,1.3,N
28.70099,-96.54528,321.4,0.53,0.5,2020-09-26,0736,1,nominal,2.0NRT,294,3.2,N
28.79138,-97.99622,333,0.32,0.55,2020-09-26,0736,1,nominal,2.0NRT,290.9,1.4,N
28.66979,-96.96094,304.6,0.56,0.51,2020-09-26,0736,1,nominal,2.0NRT,292.6,1.3,N
27.79751,-90.64929,330.2,0.4,0.37,2020-09-26,0736,1,nominal,2.0NRT,296.6,2.3,N
27.79612,-90.64822,335.5,0.4,0.37,2020-09-26,0736,1,nominal,2.0NRT,296.6,3.4,N
27.88564,-97.27623,303.1,0.57,0.52,2020-09-26,0736,1,nominal,2.0NRT,292.9,0.7,N
27.82134,-97.20815,310,0.56,0.52,2020-09-26,0736,1,nominal,2.0NRT,293.2,2.2,N
27.82559,-97.20914,308.3,0.56,0.52,2020-09-26,0736,1,nominal,2.0NRT,292.9,1.1,N
26.88876,-101.45166,311.1,0.51,0.66,2020-09-26,0736,1,nominal,2.0NRT,292.9,1.5,N
26.8881,-101.45151,311.4,0.51,0.66,2020-09-26,0736,1,nominal,2.0NRT,293.1,1.4,N
26.87941,-101.41557,305.3,0.5,0.66,2020-09-26,0736,1,nominal,2.0NRT,294,1.8,N
26.48557,-99.97969,305.6,0.41,0.6,2020-09-26,0736,1,nominal,2.0NRT,293.6,0.6,N
26.0179,-98.48557,305.4,0.32,0.55,2020-09-26,0736,1,nominal,2.0NRT,293.8,0.7,N
25.78692,-97.51862,303.5,0.56,0.51,2020-09-26,0736,1,nominal,2.0NRT,292.5,1.6,N
25.65008,-98.50756,305.5,0.32,0.55,2020-09-26,0736,1,nominal,2.0NRT,293.2,0.3,N
25.72331,-100.30856,307.4,0.42,0.61,2020-09-26,0736,1,nominal,2.0NRT,294.3,1,N
25.72263,-100.30024,311.3,0.42,0.61,2020-09-26,0736,1,nominal,2.0NRT,295.2,1.3,N
25.71699,-100.30081,304.4,0.42,0.61,2020-09-26,0736,1,nominal,2.0NRT,293.5,1.3,N
25.70007,-100.3025,311.7,0.42,0.61,2020-09-26,0736,1,nominal,2.0NRT,294.3,1.5,N
25.69773,-100.2735,312.3,0.42,0.61,2020-09-26,0736,1,nominal,2.0NRT,294.4,1.7,N
25.58667,-99.93768,310.5,0.39,0.6,2020-09-26,0736,1,nominal,2.0NRT,294.8,1.9,N
25.61587,-100.86842,300.2,0.45,0.63,2020-09-26,0736,1,nominal,2.0NRT,286.5,0.6,N
25.32691,-99.95895,307.3,0.39,0.6,2020-09-26,0736,1,nominal,2.0NRT,292.7,1.1,N
25.01906,-98.12254,307.5,0.6,0.53,2020-09-26,0736,1,nominal,2.0NRT,292.5,1,N
23.30153,-100.56008,298,0.41,0.61,2020-09-26,0736,1,nominal,2.0NRT,285.1,0.5,N
23.19855,-100.59348,300.2,0.41,0.61,2020-09-26,0736,1,nominal,2.0NRT,286.4,0.8,N
22.47649,-100.38209,298,0.39,0.59,2020-09-26,0736,1,nominal,2.0NRT,286.6,0.8,N
22.10675,-100.9161,298.3,0.42,0.61,2020-09-26,0736,1,nominal,2.0NRT,286,0.5,N
22.1092,-100.91798,298.9,0.42,0.61,2020-09-26,0736,1,nominal,2.0NRT,283.1,0.8,N
20.51818,-97.47891,332.6,0.48,0.48,2020-09-26,0736,1,nominal,2.0NRT,289.1,4,N
20.5828,-101.17712,302,0.42,0.61,2020-09-26,0736,1,nominal,2.0NRT,287.2,2.7,N
20.58242,-101.1731,305.6,0.42,0.61,2020-09-26,0736,1,nominal,2.0NRT,286.1,1.1,N
20.5768,-101.17374,303.1,0.42,0.61,2020-09-26,0736,1,nominal,2.0NRT,285.2,1.1,N
20.52555,-100.92784,311.9,0.4,0.6,2020-09-26,0736,1,nominal,2.0NRT,286.9,2.5,N
20.52518,-100.92396,302,0.4,0.6,2020-09-26,0736,1,nominal,2.0NRT,286.1,2.1,N
20.52563,-100.92754,313.1,0.4,0.6,2020-09-26,0736,1,nominal,2.0NRT,286.8,2.3,N
20.52524,-100.92368,300.9,0.4,0.6,2020-09-26,0736,1,nominal,2.0NRT,286.1,1.8,N
20.38643,-99.69431,296.1,0.33,0.55,2020-09-26,0736,1,nominal,2.0NRT,282.1,0.9,N
20.38608,-99.69115,304,0.33,0.55,2020-09-26,0736,1,nominal,2.0NRT,284.5,0.9,N
20.602,-103.34624,297.8,0.58,0.7,2020-09-26,0736,1,nominal,2.0NRT,283.2,0.8,N
20.05425,-99.29345,295.3,0.62,0.54,2020-09-26,0736,1,nominal,2.0NRT,282.1,2,N
20.0493,-99.29399,324.6,0.62,0.54,2020-09-26,0736,1,nominal,2.0NRT,283,2,N
20.05289,-99.29422,314.7,0.62,0.54,2020-09-26,0736,1,nominal,2.0NRT,282.4,3,N
20.05154,-99.28223,295.6,0.62,0.54,2020-09-26,0736,1,nominal,2.0NRT,284.6,2,N
20.04794,-99.29474,302.6,0.62,0.54,2020-09-26,0736,1,nominal,2.0NRT,282,2.3,N
19.99865,-99.21091,301.4,0.61,0.53,2020-09-26,0736,1,nominal,2.0NRT,284.3,1.7,N
19.34286,-96.70653,306,0.41,0.45,2020-09-26,0736,1,nominal,2.0NRT,286.9,1.3,N
17.98032,-88.23964,345.3,0.46,0.39,2020-09-26,0736,1,nominal,2.0NRT,290.3,7.2,N
17.97958,-88.2354,310.1,0.46,0.39,2020-09-26,0736,1,nominal,2.0NRT,288.5,7.2,N
18.64335,-96.2174,338.7,0.57,0.43,2020-09-26,0736,1,nominal,2.0NRT,289.8,10.3,N
18.51034,-96.14574,307.3,0.56,0.43,2020-09-26,0736,1,nominal,2.0NRT,289.8,0.9,N
17.90044,-93.18577,320.5,0.41,0.37,2020-09-26,0736,1,nominal,2.0NRT,238.2,4,N
17.97256,-94.52119,334.2,0.46,0.39,2020-09-26,0736,1,nominal,2.0NRT,270.9,2.7,N
17.97196,-94.51691,324.6,0.46,0.39,2020-09-26,0736,1,nominal,2.0NRT,271,3.3,N
17.96898,-94.52174,297.6,0.46,0.39,2020-09-26,0736,1,nominal,2.0NRT,269.8,2.7,N
48.18841,-64.92378,299.1,0.5,0.66,2020-09-26,0730,1,nominal,2.0NRT,275.2,1.4,N
48.25423,-79.01964,305,0.42,0.38,2020-09-26,0730,1,nominal,2.0NRT,284.1,0.7,N
46.04509,-73.14526,312.7,0.51,0.49,2020-09-26,0730,1,nominal,2.0NRT,281.7,2.2,N
46.04353,-73.13911,305.1,0.51,0.49,2020-09-26,0730,1,nominal,2.0NRT,280.4,2.2,N
46.0419,-73.14022,304.5,0.51,0.49,2020-09-26,0730,1,nominal,2.0NRT,279.4,1.1,N
45.8401,-73.25285,308.3,0.51,0.49,2020-09-26,0730,1,nominal,2.0NRT,280.3,1.8,N
45.83581,-73.25509,297,0.51,0.49,2020-09-26,0730,1,nominal,2.0NRT,278.1,1.8,N
45.8385,-73.25397,303.4,0.51,0.49,2020-09-26,0730,1,nominal,2.0NRT,278.8,2.2,N
45.83698,-73.24782,305,0.51,0.49,2020-09-26,0730,1,nominal,2.0NRT,279.8,2.2,N
45.43879,-73.62544,298,0.5,0.49,2020-09-26,0730,1,nominal,2.0NRT,282.7,0.4,N
45.1106,-73.01028,299.1,0.54,0.51,2020-09-26,0730,1,nominal,2.0NRT,283.9,1,N
45.77093,-79.20493,295.3,0.44,0.39,2020-09-26,0730,1,nominal,2.0NRT,282.8,0.2,N
47.58855,-102.89913,299.5,0.79,0.78,2020-09-26,0730,1,nominal,2.0NRT,282,3.5,N
47.58883,-102.88779,299.1,0.79,0.78,2020-09-26,0730,1,nominal,2.0NRT,281.7,3.6,N
47.5879,-102.89215,299.1,0.79,0.78,2020-09-26,0730,1,nominal,2.0NRT,281.6,2.2,N
43.86565,-79.50062,308.7,0.46,0.39,2020-09-26,0730,1,nominal,2.0NRT,285.9,0.9,N
43.86787,-79.50001,301.1,0.46,0.39,2020-09-26,0730,1,nominal,2.0NRT,285.3,0.5,N
43.08021,-77.3828,296.6,0.39,0.44,2020-09-26,0730,1,nominal,2.0NRT,284.9,0.7,N
43.49187,-79.62655,300.8,0.46,0.39,2020-09-26,0730,1,nominal,2.0NRT,287.2,0.9,N
42.05314,-73.97749,301.9,0.59,0.53,2020-09-26,0730,1,nominal,2.0NRT,285.9,0.8,N
42.04854,-73.97964,305.6,0.59,0.53,2020-09-26,0730,1,nominal,2.0NRT,285,1.8,N
42.04863,-73.97842,317.1,0.59,0.53,2020-09-26,0730,1,nominal,2.0NRT,285.7,2.5,N
43.27391,-79.79886,325.9,0.46,0.39,2020-09-26,0730,1,nominal,2.0NRT,289.8,1.3,N
43.2794,-79.82651,298,0.46,0.39,2020-09-26,0730,1,nominal,2.0NRT,287.5,0.3,N
43.27501,-79.80441,306.2,0.46,0.39,2020-09-26,0730,1,nominal,2.0NRT,288.9,1.3,N
43.2715,-79.80571,304.5,0.46,0.39,2020-09-26,0730,1,nominal,2.0NRT,289.7,1.2,N
43.26799,-79.807,313.8,0.46,0.39,2020-09-26,0730,1,nominal,2.0NRT,291.2,1.2,N
43.26689,-79.80146,304.4,0.46,0.39,2020-09-26,0730,1,nominal,2.0NRT,287.9,1.2,N
43.26448,-79.80828,312.8,0.46,0.39,2020-09-26,0730,1,nominal,2.0NRT,289.8,1.7,N
43.26097,-79.80958,311.9,0.46,0.39,2020-09-26,0730,1,nominal,2.0NRT,288.9,1.7,N
43.26564,-79.80311,309.2,0.46,0.39,2020-09-26,0730,1,nominal,2.0NRT,288.2,2,N
43.26321,-79.80994,322.7,0.46,0.39,2020-09-26,0730,1,nominal,2.0NRT,290,2.9,N
43.25997,-79.79331,297.8,0.46,0.39,2020-09-26,0730,1,nominal,2.0NRT,287.6,1,N
43.29297,-79.98273,304,0.46,0.39,2020-09-26,0730,1,nominal,2.0NRT,286.9,0.9,N
43.12182,-79.1734,308.8,0.49,0.4,2020-09-26,0730,1,nominal,2.0NRT,286.6,1.3,N
44.16837,-87.70305,300.1,0.45,0.39,2020-09-26,0730,1,nominal,2.0NRT,285.9,0.8,N
43.06871,-80.85696,306.4,0.43,0.38,2020-09-26,0730,1,nominal,2.0NRT,286.1,0.7,N
42.8769,-81.22559,298.4,0.42,0.38,2020-09-26,0730,1,nominal,2.0NRT,285.3,0.5,N
42.96579,-81.86831,307.5,0.41,0.37,2020-09-26,0730,1,nominal,2.0NRT,286.7,0.6,N
42.81791,-81.32784,316.3,0.42,0.38,2020-09-26,0730,1,nominal,2.0NRT,286.5,1,N
42.94473,-82.41525,308.6,0.4,0.37,2020-09-26,0730,1,nominal,2.0NRT,288.1,0.9,N
41.43737,-75.59548,300.3,0.51,0.49,2020-09-26,0730,1,nominal,2.0NRT,283.4,1,N
41.43603,-75.59693,304.1,0.51,0.49,2020-09-26,0730,1,nominal,2.0NRT,283.8,0.5,N
42.72483,-83.26243,298.2,0.39,0.36,2020-09-26,0730,1,nominal,2.0NRT,285.9,0.4,N
42.30626,-83.15862,301.1,0.39,0.36,2020-09-26,0730,1,nominal,2.0NRT,289,0.8,N
42.30219,-83.15496,310.4,0.39,0.36,2020-09-26,0730,1,nominal,2.0NRT,289.5,5.6,N
42.29891,-83.15595,339.5,0.39,0.36,2020-09-26,0730,1,nominal,2.0NRT,293,5.6,N
42.29799,-83.17098,323,0.39,0.36,2020-09-26,0730,1,nominal,2.0NRT,290.4,1.5,N
